,Name,URL,Phone,Latitude,Longitude,Address,City,State,ZIP,Vertical,Rating,Review Count,Yelp ID,Review1,Review2,Review3,Vertical1,Vertical2,Vertical3,Reviews,polarity,subjectivity,Word1,Word2,Word3,Word4,Word5
46,Davanti Enoteca,https://www.yelp.com/biz/davanti-enoteca-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16192379606,32.722623,-117.168154,1655 India St,San Diego,CA,92101,Italian,4.0,2001,mRzFxj2hFoMSj4lwOM6ZaA,"Sola Chola venturing off in San Diego, Walked in after the Little aitu rainy Saturday Farmers Market 
Preferred to sit in patio, but wasn't ready, open for...","Every time I go, I really enjoy the food there. Great spot for a date or even a friends night out. In the heart of little Italy so it does get busy at...","Bait and switch.

Menu clearly has ""Happy hour everyday 3-6"" posted.

So I order a few drinks  the server clearly saw me point to the happy hour.

And when...",Italian,None,None,sola chola venturing off in san diego walked in after the little aitu rainy saturday farmers market preferred to sit in patio but wasnt ready open for every time i go i really enjoy the food there great spot for a date or even a friends night out in the heart of little italy so it does get busy at bait and switchmenu clearly has happy hour everyday  postedso i order a few drinks  the server clearly saw me point to the happy hourand when,0.19423076923076926,0.5397435897435897,clearly,little,happy,server,busy
47,Lido's Italian Foods,https://www.yelp.com/biz/lidos-italian-foods-lemon-grove-2?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16194699901,32.74286,-117.04155,7252 Broadway,Lemon Grove,CA,91945,"Italian, Pizza",4.0,635,xezBJ4uuqdw9GMtbuWa8hA,"This place has been around for 60+ years for a damn good reason. I've been eating here since I was a kid and it is consistently bomb diddly omb. 

To...","Not returning here again. 
Look when I get seated to a restaurant.. I don't expect to be see folded tables and see the dirt from under one. And the screws...","I love this place, my favorite food is the pizza specially the meat lover pizza...they put plenty of meats and the crust is always perfect. The small pizza...",Italian,Pizza,None,this place has been around for  years for a damn good reason ive been eating here since i was a kid and it is consistently bomb diddly omb to not returning here again look when i get seated to a restaurant i dont expect to be see folded tables and see the dirt from under one and the screws i love this place my favorite food is the pizza specially the meat lover pizzathey put plenty of meats and the crust is always perfect the small pizza,0.436734693877551,0.6316326530612245,place,pizza,meat,dirt,ha
48,Osteria Panevino,https://www.yelp.com/biz/osteria-panevino-san-diego-2?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16195957959,32.71294,-117.16044,722 5th Ave,San Diego,CA,92101,Italian,4.0,1146,v9N_8HDGrOGoZ2_2EClqXA,"This is simply a great Italian experience,

Food:  Absolutely on-point delicious Italian, we vastly over ordered on our two times here and no item was...","The food is fine, the service is fine. The parking sucks around this restaurant.

They did not mention or provide non-bottled water for our big party and...",Decided to try this place out since it had good reviews. The atmosphere was nice as it wasn't too busy. The decor was cute. Early 20th century items on the...,Italian,None,None,this is simply a great italian experiencefood  absolutely onpoint delicious italian we vastly over ordered on our two times here and no item was the food is fine the service is fine the parking sucks around this restaurantthey did not mention or provide nonbottled water for our big party and decided to try this place out since it had good reviews the atmosphere was nice as it wasnt too busy the decor was cute early  century items on the,0.3022222222222222,0.55,fine,italian,item,good,place
49,Cucina Basilico,https://www.yelp.com/biz/cucina-basilico-la-mesa?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16198253171,32.773323059082,-117.042411804199,7200 Pkwy Dr,La Mesa,CA,91942,"Italian, Vegetarian",4.5,269,DHvSG_hYmByaj4VkzF2XOw,They are wonderful here! True Italian family with real Italian food. And we were pleasantly surprised to find them open for take-out during the...,"My favorite Italian place!!!! Soooo delicious!!!
Staff is super friendly. I really love this restaurant.
And putting a cherry on the top, the place is run...","I drive by this place every day and never thought to give it a try, but I'm so glad I finally did! 

A friend and I came here for dinner on a Saturday night...",Italian,Vegetarian,None,they are wonderful here true italian family with real italian food and we were pleasantly surprised to find them open for takeout during the my favorite italian place soooo deliciousstaff is super friendly i really love this restaurantand putting a cherry on the top the place is run i drive by this place every day and never thought to give it a try but im so glad i finally did a friend and i came here for dinner on a saturday night,0.2970238095238095,0.594047619047619,place,italian,really,food,glad
50,Mia Trattoria,https://www.yelp.com/biz/mia-trattoria-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16192305283,32.741,-117.1638,3401 1st Ave,San Diego,CA,92103,"Italian, Wine Bars, Seafood",4.5,137,t8CyE1QeTUS7YqMH4IQfng,This is my fiancé's and my favorite special place in hillcrest. We used to live walking distance and go there now for special occasions. The staff is great...,My husband and I came here last night for our 8-year anniversary- they have such a quiet and quaint space! The food was so so good- I had the ravioli...,This is a great AUTHENTIC Italian place in a quiet area on the Banker's Hill/Hillcrest border!  You will not find pasta Alfredo nor spaghetti with big...,Italian,Wine Bars,Seafood,this is my fiancés and my favorite special place in hillcrest we used to live walking distance and go there now for special occasions the staff is great my husband and i came here last night for our  anniversary they have such a quiet and quaint space the food was so so good i had the ravioli this is a great authentic italian place in a quiet area on the bankers hillhillcrest border  you will not find pasta alfredo nor spaghetti with big,0.2964749536178108,0.48758503401360537,place,special,great,quiet,good
51,Leona's Cucina Italiana,https://www.yelp.com/biz/leonas-cucina-italiana-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16197951500,32.7496849,-117.0922899,4748 University Ave,San Diego,CA,92105,"Italian, Pizza",4.5,141,H33j2u_zLafpRIS0RTI26A,I always order to go and the food is great! I love the portion sizes and they have so many different options which is great! The slice of garlic bread is...,Delicious Italian food! The portions are huge and their dishes give that home Italian style feel. I ordered the lasagna (amazing and so cheesy) and the...,So yummy! Fresh! Hearty! Great customer service (by phone). We ordered delivery. Meat lasagna was amazing! Great portion size! The Hawaiian pizza was the...,Italian,Pizza,None,i always order to go and the food is great i love the portion sizes and they have so many different options which is great the slice of garlic bread is delicious italian food the portions are huge and their dishes give that home italian style feel i ordered the lasagna amazing and so cheesy and the so yummy fresh hearty great customer service by phone we ordered delivery meat lasagna was amazing great portion size the hawaiian pizza was the,0.4399999999999999,0.66,great,portion,lasagna,italian,size
52,Sardina's Italian Restaurant,https://www.yelp.com/biz/sardinas-italian-restaurant-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16192768393,32.76931,-117.2004,1129 Morena Blvd,San Diego,CA,92110,"Italian, Pizza",3.5,295,gB22SHnlLVlJP1AdKIUwBA,This is nice spot for small family lunch and dinners. We were 3 girl cousins with 2 children. One child was 2 and was a handful! Our waitress was very down...,Very concerned with the virus and the health practices at this restaurant the cashier was not wearing gloves he was touching the food pouring the salad...,Veal Parm was terrible even worse than  the Fettuccine Alfredo. Great service. I ate half and walked. The food server kindly inquired if I wanted a doggie...,Italian,Pizza,None,this is nice spot for small family lunch and dinners we were  girl cousins with  children one child was  and was a handful our waitress was very down very concerned with the virus and the health practices at this restaurant the cashier was not wearing gloves he was touching the food pouring the salad veal parm was terrible even worse than  the fettuccine alfredo great service i ate half and walked the food server kindly inquired if i wanted a doggie,0.06811111111111111,0.5992222222222223,food,child,nice,ate,veal
53,IsaBella Artisan Pizzeria & Craft Beer Garden,https://www.yelp.com/biz/isabella-artisan-pizzeria-and-craft-beer-garden-san-diego-2?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+18582701798,32.8140098,-117.2171227,4011 Avati Dr,San Diego,CA,92117,"Pizza, Italian, Beer Gardens",4.5,681,gNVBf2yvTwuMeV7Mdti4xg,"In the era of crazy quarantine times, it's something special when you find that you can count on a local beloved restaurant to keep its doors open and...",Not sure how we haven't discovered this place before! The pizza was delicious - we had meatball and pepperoni pizzas and they were perfect - high quality...,"On the way back from a recent Costco run up the street, I stopped by IsaBella to get some food to-go. We have held some successful group events at this...",Pizza,Italian,Beer Gardens,in the era of crazy quarantine times its something special when you find that you can count on a local beloved restaurant to keep its doors open and not sure how we havent discovered this place before the pizza was delicious  we had meatball and pepperoni pizzas and they were perfect  high quality on the way back from a recent costco run up the street i stopped by isabella to get some food togo we have held some successful group events at this,0.2597619047619048,0.6333597883597885,pizza,stopped,door,street,held
54,RoVino Rotisserie + Wine,https://www.yelp.com/biz/rovino-rotisserie-wine-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16192699341,32.725561,-117.170227,2034 Kettner Blvd,San Diego,CA,92101,"Italian, Wine Bars, Coffee & Tea",4.5,751,WOR5Rb-_lfEMEtbph2PoLw,"I can't say enough good things about the delicious food from appetizers, to entrees, to desserts that we had the pleasure to enjoy Sunday night.
We were a...","First time at Rovino. We had a reservation and it seems best to plan ahead with them.

 We arrived on time and was seated immediately. I hated the seating...",Delicious food and super cute place in little Italy. I came here for dinner with my fiance on a Wednesday night and it wasn't too crowded. We started with...,Italian,Wine Bars,Coffee & Tea,i cant say enough good things about the delicious food from appetizers to entrees to desserts that we had the pleasure to enjoy sunday nightwe were a first time at rovino we had a reservation and it seems best to plan ahead with them we arrived on time and was seated immediately i hated the seating delicious food and super cute place in little italy i came here for dinner with my fiance on a wednesday night and it wasnt too crowded we started with,0.3723484848484848,0.6454545454545455,food,time,delicious,wednesday,little
55,Baci Restaurant,https://www.yelp.com/biz/baci-restaurant-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16192752094,32.7818456,-117.2069322,1955 Morena Blvd,San Diego,CA,92110,"Italian, Seafood",4.5,366,hCCTChtApLLV-wyR5w3UrQ,Food is NOT the normal Italian tomato sauce food.  They are amazing and deserve a Michelin star.  They always remember me and my wife and our drink...,"Wow, the food is amazing here! I didn't have any expectations, but was blown away by the end of the meal.

We had a private party of about 50 guests.

I...","Fancy,  delicious Italian...Table for 1 please.

Yes,  I did it and I'd do it again,  but this would be a great place for a group dinner or a 1on 1 date....",Italian,Seafood,None,food is not the normal italian tomato sauce food  they are amazing and deserve a michelin star  they always remember me and my wife and our drink wow the food is amazing here i didnt have any expectations but was blown away by the end of the mealwe had a private party of about  guestsi fancy  delicious italiantable for  pleaseyes  i did it and id do it again  but this would be a great place for a group dinner or a   date,0.40625,0.6968749999999999,food,amazing,dinner,delicious,away
56,Oltre Mare,https://www.yelp.com/biz/oltre-mare-san-diego-3?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+18582727247,32.79426,-117.25108,4286 Cass St,San Diego,CA,92109,"Italian, Pizza, Seafood",4.5,402,R0VfC3JJ9xy9f6qFVSfebQ,"Homey atmosphere- excellent service- excellent food. Highly recommended. 

This is our new favorite San Diego restaurant thanks to some friends (who are...","I absolutely LOVE supporting small family businesses because not only do they typically serve you great food, but you really can feel the love in it....","Wife and I wanted a local, family owned Italian restaurant and Oltre Mare is exactly that. Friendly service and delicious food. Their focaccia is delicious...",Italian,Pizza,Seafood,homey atmosphere excellent service excellent food highly recommended this is our new favorite san diego restaurant thanks to some friends who are i absolutely love supporting small family businesses because not only do they typically serve you great food but you really can feel the love in it wife and i wanted a local family owned italian restaurant and oltre mare is exactly that friendly service and delicious food their focaccia is delicious,0.3727348484848485,0.5622272727272727,food,excellent,service,restaurant,love
57,Vittorio's,https://www.yelp.com/biz/vittorios-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+18585385884,32.961,-117.15407,7875 Highland Village Pl,San Diego,CA,92129,Italian,3.5,285,g3yU8A2F1a-u7t8LqAesdA,We love this place. They have always been wonderful and the owner is so professional and willing to help with any issues. Food is wonderful and service is...,"Cioppino, thank you so much for feeding me tonight! My favorite as always! During this time of quarantine I can eat Vittorio's every night","Since 2003, and have always had a great meal and experience with awesome service. For the past couple years I've brought my girlfriend to the restaurant for...",Italian,None,None,we love this place they have always been wonderful and the owner is so professional and willing to help with any issues food is wonderful and service is cioppino thank you so much for feeding me tonight my favorite as always during this time of quarantine i can eat vittorios every night since  and have always had a great meal and experience with awesome service for the past couple years ive brought my girlfriend to the restaurant for,0.51,0.665,wonderful,service,restaurant,year,cioppino
58,Monello,https://www.yelp.com/biz/monello-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16195010030,32.7244334,-117.1690214,750 W Fir St,San Diego,CA,92101,"Italian, Gluten-Free, Pizza",4.0,1333,D5Cf5YgVswOVQYvPwPul8Q,"I wanted to start the new year with a review of one of my favorite places. The new year slipped away and now it's already March! 

Most already know that...","This was my first time here, but man is the pasta delicious! This is a cute restaurant located in Little Italy. We initially came here because we heard...",I am thoroughly disappointed with my experience at Monello.  I have dined at their sister restaurant Bencotto & loved it & always recommend it as my #1...,Italian,Gluten-Free,Pizza,i wanted to start the new year with a review of one of my favorite places the new year slipped away and now its already march most already know that this was my first time here but man is the pasta delicious this is a cute restaurant located in little italy we initially came here because we heard i am thoroughly disappointed with my experience at monello  i have dined at their sister restaurant bencotto  loved it  always recommend it as my ,0.253202479338843,0.6174931129476584,year,restaurant,new,time,monello
59,Cori Pastificio Trattoria,https://www.yelp.com/biz/cori-pastificio-trattoria-san-diego-2?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16195736159,32.7409,-117.129774,2977 Upas St,San Diego,CA,92104,"Italian, Wine Bars",4.5,88,b85wcurTCRs4ew3olzUMQg,Saw that this business was open for take out on the Yelp IG page.  Thanks Yelp for putting that sharing all the restaurants that are open and accomodatting...,We went before the take out only lock down but got take out since they are only a few blocks from us. Wife had the Ravioli di Magro and I got the Bucatini...,"This is a great, no frills, chill vibe Italian restaurant! Table service was fast and my my, the wine selection was excellent.
For appetizers we tried the...",Italian,Wine Bars,None,saw that this business was open for take out on the yelp ig page  thanks yelp for putting that sharing all the restaurants that are open and accomodatting we went before the take out only lock down but got take out since they are only a few blocks from us wife had the ravioli di magro and i got the bucatini this is a great no frills chill vibe italian restaurant table service was fast and my my the wine selection was excellentfor appetizers we tried the,0.08444444444444446,0.4938888888888888,restaurant,got,yelp,open,ig
60,Italianissimo Trattoria,https://www.yelp.com/biz/italianissimo-trattoria-chula-vista?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16196511457,32.64055,-117.07924,323 3rd Ave,Chula Vista,CA,91910,Italian,4.5,592,C3gEbNEYvIKJfHAIUU2Fcg,"I had to leave a review because of how amazing the service was and how this place saved my you know what for the night.

As most last minute people do, we...","This place was as friendly as could be. Everything was made fresh, and tasted heavenly! 
Their bread is so warm and perfect. 
I had the calamari linguine,...",I usually don't pay much attention to the shops along 3rd. Ave. in Chula Vista. I probably should more. Italianissimo Trattoria is one of those restaurants...,Italian,None,None,i had to leave a review because of how amazing the service was and how this place saved my you know what for the nightas most last minute people do we this place was as friendly as could be everything was made fresh and tasted heavenly their bread is so warm and perfect i had the calamari linguine i usually dont pay much attention to the shops along  ave in chula vista i probably should more italianissimo trattoria is one of those restaurants,0.3825,0.5016666666666667,place,restaurant,calamari,pay,tasted
61,Old Venice Restaurant,https://www.yelp.com/biz/old-venice-restaurant-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16192225888,32.7212217,-117.230958,2910 Canon St,San Diego,CA,92106,"Italian, Bars, Pizza",4.0,659,H6dENapN-aD4RwNj66j01g,With all this covid-19  situation all you can do is pick ups but let me say thank you to SAM great customer service great taste and good quality of food and...,"I am so grateful for Old Venice offering take out during this awful time, and hope that they can continue to stay open with this public health emergency....","The absolute cutest restaurant! Amazing service and delicious food! My boyfriend took me here for the first time, felt like a date from the Secret Garden....",Italian,Bars,Pizza,with all this   situation all you can do is pick ups but let me say thank you to sam great customer service great taste and good quality of food and i am so grateful for old venice offering take out during this awful time and hope that they can continue to stay open with this public health emergency the absolute cutest restaurant amazing service and delicious food my boyfriend took me here for the first time felt like a date from the secret garden,0.2541666666666667,0.6416666666666667,great,service,food,time,grateful
62,Filippi's Pizza Grotto Mission Gorge,https://www.yelp.com/biz/filippis-pizza-grotto-mission-gorge-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16192813511,32.791485,-117.100734,10330 Friars Rd,San Diego,CA,92120,"Italian, Wine Bars, Beer Bar",3.5,494,Ol37pIBb8_xVWWr_EF3xVA,Big shout out to the employee's wearing masks including the ones in the kitchen. Many restaurants are not enforcing kitchen employees to wear masks during...,"The absolute best! We ordered their Family Feast which was 1 large pepperoni pizza, 2 options of pasta and a salad. The food was so good and the pizza crust...","I have been to this location twice already one I was able to dine in, and the other for take out. Both times the food and service was amazing! Thank you to...",Italian,Wine Bars,Beer Bar,big shout out to the employees wearing masks including the ones in the kitchen many restaurants are not enforcing kitchen employees to wear masks during the absolute best we ordered their family feast which was  large pepperoni pizza  options of pasta and a salad the food was so good and the pizza crust i have been to this location twice already one i was able to dine in and the other for take out both times the food and service was amazing thank you to,0.3988095238095238,0.5253968253968254,mask,employee,food,kitchen,pizza
63,Monzu Fresh Pasta,https://www.yelp.com/biz/monzu-fresh-pasta-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16192555032,32.7099013332687,-117.155379627816,455 Tenth Ave,San Diego,CA,92101,"Italian, Pasta Shops, Wine Bars",4.5,378,VaRJOY_ZaRYDhBTOGfTI3A,"Absolutely incredible! Due to COVID-19, we had to get takeout, so we were unable to sit and enjoy their charming dining room. What we lacked in the formal...","- Businesses operating during the pandemic, ""thank you"" review #9* -

Who: Monzu Fresh Pasta

What: This neighborhood fave is another restaurant doing their...",I've never eaten here before but I admire the entrepreneurs that are learning to roll with the punches and keep things moving stay coronavirus free and...,Italian,Pasta Shops,Wine Bars,absolutely incredible due to  we had to get takeout so we were unable to sit and enjoy their charming dining room what we lacked in the formal  businesses operating during the pandemic thank you review  who monzu fresh pastawhat this neighborhood fave is another restaurant doing their ive never eaten here before but i admire the entrepreneurs that are learning to roll with the punches and keep things moving stay coronavirus free and,0.29642857142857143,0.6535714285714286,room,entrepreneur,admire,pandemic,doing
64,Nonna,https://www.yelp.com/biz/nonna-san-diego-5?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16192341735,32.72348,-117.16807,1735 India St,San Diego,CA,92101,"Pizza, Italian",4.0,248,PyCjUBdxNfM8VgqGYJMO4g,"Italian comfort food is the right description-- after spending a cold winter day at the zoo and feeling ravaged afterward, we were craving Italian carbs. I...","Our dinner at Nonna was okay. It was a busy Saturday night and many restaurants had lines. I wish we had waited it out elsewhere... 

Service was a bit slow...","Visited nonna on a Sunday afternoon, sat outdoors, and it was absolutely delightful. Complimentary bread is served. We had a chicken dish and a seafood...",Pizza,Italian,None,italian comfort food is the right description after spending a cold winter day at the zoo and feeling ravaged afterward we were craving italian carbs i our dinner at nonna was okay it was a busy saturday night and many restaurants had lines i wish we had waited it out elsewhere service was a bit slow visited nonna on a sunday afternoon sat outdoors and it was absolutely delightful complimentary bread is served we had a chicken dish and a seafood,0.10779220779220781,0.5168831168831169,italian,nonna,busy,bit,right
65,Rosina's Italian Restaurant,https://www.yelp.com/biz/rosinas-italian-restaurant-san-diego-4?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+18587594300,32.990623,-117.159621,14701 Via Bettona,San Diego,CA,92127,"Italian, Wine Bars",4.5,258,IFb5NTkbljP-JdlfX92fTw,Wonderful experience and great food for dinner on a Friday night when no one felt like cooking. Rosina's was a bright spot in an otherwise depressing week....,"Outstanding take-out Italian (and dine-in once we can do that again)

We've been regulars at Rosina's for years and the food and service have always been...",Rosina's is consistently authentic and delicious. We've been going here for years and the owner and her son are so kind and the food is so good. We got take...,Italian,Wine Bars,None,wonderful experience and great food for dinner on a friday night when no one felt like cooking rosinas was a bright spot in an otherwise depressing week outstanding takeout italian and dinein once we can do that againweve been regulars at rosinas for years and the food and service have always been rosinas is consistently authentic and delicious weve been going here for years and the owner and her son are so kind and the food is so good we got take,0.52,0.7575,food,rosinas,year,regular,consistently
66,Bistro Kaz,https://www.yelp.com/biz/bistro-kaz-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+18585658861,32.8145853897993,-117.154238457603,3904 Convoy St,San Diego,CA,92111,"Italian, Japanese",4.0,232,dNls1O6sa8RDI89xAZ18Eg,"Covid take out: phone order, pay inside.

Staff wore mask.

 I've gotten takeout before and their chilled mentaiko pasta is one of my favorites. Spot on for...","Went on a double date here for lunch on a Sunday. There wasn't a line/wait, but the place was full. As with most restaurants I eat out at, I did my due...",The picture doesn't do justice but I love the flavor of the uni (sea urchin) pasta! It so creamy and perfect! Before anyone orders this pasta you must love...,Italian,Japanese,None,covid take out phone order pay insidestaff wore mask ive gotten takeout before and their chilled mentaiko pasta is one of my favorites spot on for went on a double date here for lunch on a sunday there wasnt a linewait but the place was full as with most restaurants i eat out at i did my due the picture doesnt do justice but i love the flavor of the uni sea urchin pasta it so creamy and perfect before anyone orders this pasta you must love,0.3892857142857143,0.5178571428571429,pasta,order,love,restaurant,flavor
67,CUCINA sorella,https://www.yelp.com/biz/cucina-sorella-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16192814014,32.763,-117.1081,4055 Adams Ave,San Diego,CA,92116,"Italian, Bars",4.0,381,STVgYF2URhV7f_VBC7U62Q,Great Italian option in the neighborhood. The Papparadelle Bolognese is SO comforting and SO delicious. The first time I had CUCINA Sorella was actually...,"My friends and i were wandering around Kensington around 8pm on Sunday night in search of some wine and dinner, Village Vino had lights on full blast,...","I have been to Cucina Sorella a couple of years ago and it was a completely different experience, needless to say quite good. 
Visiting San Diego a few days...",Italian,Bars,None,great italian option in the neighborhood the papparadelle bolognese is so comforting and so delicious the first time i had cucina sorella was actually my friends and i were wandering around kensington around  on sunday night in search of some wine and dinner village vino had lights on full blast i have been to cucina sorella a couple of years ago and it was a completely different experience needless to say quite good visiting san diego a few days,0.23999999999999994,0.5033333333333333,cucina,sorella,couple,great,papparadelle
68,Lorna's Italian Kitchen,https://www.yelp.com/biz/lornas-italian-kitchen-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+18584520661,32.8544751,-117.2032391,3945 Governor Dr,San Diego,CA,92122,Italian,3.5,621,aQJwib4ut3J93ZNrz6yX3w,"Some of my favorite Italian food in San Diego!

We ordered two trays of pasta and bread for takeout during COVID-19. We had angel hair with the tomato cream...",This place is one of our favorite Italian restaurants in San Diego. We've been coming here a few times a year for over 10 years. Their menu has great...,"According to my Yelp history, I've been eating here for over 12 years now. And I hope to continue eating here till I do or when they close, whichever comes...",Italian,None,None,some of my favorite italian food in san diegowe ordered two trays of pasta and bread for takeout during  we had angel hair with the tomato cream this place is one of our favorite italian restaurants in san diego weve been coming here a few times a year for over  years their menu has great according to my yelp history ive been eating here for over  years now and i hope to continue eating here till i do or when they close whichever comes,0.26666666666666666,0.47500000000000003,year,favorite,san,eating,italian
69,Landini's Pizzeria,https://www.yelp.com/biz/landinis-pizzeria-san-diego-2?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16192383502,32.72405,-117.16818,1827 India St,San Diego,CA,92101,"Pizza, Italian",4.0,1335,OOj4VYUY9UKZGpTlueIVmg,"2nd Yelp review while living through the COVID19 Pestilence Problem: 

Thankfully my favorite Little Italy Pizzeria is still open and delivering through...",Update: the owner of the restaurant responded saying that their menu lists onions for the BBQ pizza. This is a blatant lie and I've now reduced my rating to...,"Funny story.... for some reason, every time I get in my car after work, my maps application asks me if I would like to go to Landini's.  I don't know why,...",Pizza,Italian,None, yelp review while living through the  pestilence problem thankfully my favorite little italy pizzeria is still open and delivering through update the owner of the restaurant responded saying that their menu lists onions for the bbq pizza this is a blatant lie and ive now reduced my rating to funny story for some reason every time i get in my car after work my maps application asks me if i would like to go to landinis  i dont know why,0.0125,0.7,blatant,car,funny,reduced,dont
70,Marino's Italian Restaurant,https://www.yelp.com/biz/marinos-italian-restaurant-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+18584900168,32.79957,-117.24052,4475 Ingraham St,San Diego,CA,92109,"Italian, Pizza",4.0,267,Uq47yhufXDUGtgwurGNXmA,"I have my favorite Italian restaurants that I go to allll the time...but, you know how it's nice to shake things up once in a while? I decided to give...","The definition of a cozy neighborhood joint. 

Look, the food is good. Not incredible, not worth traveling across the county for, not worth canceling your...","This place is a hidden gem of Pacific Beach. I've driven by this unassuming location dozens of times (on the corner of Ingraham and Garnett), but only now...",Italian,Pizza,None,i have my favorite italian restaurants that i go to allll the timebut you know how its nice to shake things up once in a while i decided to give the definition of a cozy neighborhood joint look the food is good not incredible not worth traveling across the county for not worth canceling your this place is a hidden gem of pacific beach ive driven by this unassuming location dozens of times on the corner of ingraham and garnett but only now,0.06833333333333336,0.5783333333333333,worth,restaurant,definition,county,cozy
